0	14490	0.032	201505	4
1	5880	0.018	201503	9
2	11460	0.082	201410	12
3	4950	0.043	201504	4
4	19500	0.043	201401	3
5	10930	0.044	201409	6
6	6460	0.053	201405	10
7	7310	0.02	201405	11
8	8160	0.041	201507	5
9	11890	0.04	201510	3
10	11600	0.034	201504	7
11	21800	0.021	201503	5
12	12060	0.042	201507	5
13	13530	0.017	201406	16
14	6410	0.024	201501	10
15	18300	0.012	201410	9
16	19970	0.016	201411	3
17	14630	0.052	201510	3
18	7230	0.02	201412	13
19	18500	0.03	201507	3
20	13050	0.034	201501	7
21	8760	0.062	201510	3
22	20240	0.032	201508	5
23	20600	0.012	201501	7
24	19300	0.014	201405	12
25	10340	0.04	201408	11
26	13930	0.081	201411	3
27	11540	0.018	201501	11
28	22500	0.024	201506	4
29	19400	0.054	201402	3
30	7690	0.084	201406	4
31	14510	0.045	201402	6
32	11600	0.01	201407	14
33	5980	0.038	201411	3
34	11500	0.031	201405	4
35	15950	0.018	201405	13
36	21650	0.014	201401	6
37	21520	0.011	201504	7
38	12790	0.028	201510	3
39	13410	0.027	201503	6
40	13110	0.017	201502	3
41	9510	0.057	201508	3
42	22250	0.018	201509	4
43	8740	0.026	201401	22
44	5440	0.075	201510	3
45	8300	0.05	201510	3
46	13040	0.018	201408	6
47	21390	0.01	201405	4
48	22440	0.013	201411	6
49	21180	0.014	201401	7
50	8670	0.073	201506	4
51	4180	0.127	201507	6
52	8130	0.028	201504	6
53	20630	0.019	201504	3
54	4560	0.076	201405	16
55	11680	0.048	201409	7
56	22240	0.04	201509	4
57	7900	0.021	201403	3
58	13090	0.078	201506	7
59	14230	0.067	201409	10
60	9350	0.014	201406	18
61	13860	0.04	201411	6
62	18790	0.016	201401	17
63	10200	0.04	201508	3
64	5500	0.078	201410	4
65	11200	0.051	201403	21
66	7250	0.058	201509	3
67	11470	0.037	201403	16
68	10110	0.031	201510	3
69	13070	0.032	201407	4
70	20460	0.032	201510	3
71	6750	0.097	201510	3
72	22070	0.045	201406	12
73	9760	0.028	201402	8
74	19720	0.014	201503	8
75	20030	0.011	201408	7
76	18000	0.035	201407	8
77	12700	0.031	201502	5
78	7300	0.048	201402	14
79	8850	0.062	201502	5
80	16200	0.015	201507	3
81	13900	0.083	201402	22
82	7000	0.062	201510	3
83	7090	0.054	201412	13
84	6850	0.077	201404	20
85	6720	0.015	201508	5
86	20620	0.03	201505	7
87	13170	0.024	201404	16
88	18760	0.021	201402	23
89	20480	0.016	201412	12
90	7700	0.051	201408	6
91	9470	0.116	201410	10
92	12440	0.034	201404	5
93	21200	0.016	201409	11
94	11240	0.041	201412	8
95	12590	0.035	201504	8
96	5750	0.068	201411	5
97	11230	0.019	201509	3
98	12100	0.013	201402	13
99	23910	0.023	201407	14
100	18820	0.04	201505	6
101	21240	0.019	201510	3
102	13630	0.026	201405	13
103	23230	0.012	201503	8
104	14230	0.025	201404	16
105	24890	0.011	201502	5
106	19600	0.02	201404	17
107	19590	0.053	201504	6
108	20400	0.032	201409	14
109	15160	0.021	201408	4
110	17530	0.018	201403	15
111	5330	0.05	201406	15
112	6000	0.03	201410	3
113	12990	0.077	201507	3
114	4550	0.049	201407	12
115	10470	0.094	201506	7
116	23620	0.016	201505	6
117	15750	0.025	201506	3
118	17910	0.035	201510	3
119	21170	0.016	201412	9
120	5570	0.038	201408	10
121	11180	0.023	201407	9
122	20260	0.053	201411	10
123	9130	0.035	201401	9
124	13270	0.032	201507	5
125	21670	0.021	201507	4
126	21510	0.03	201407	5
127	12120	0.016	201408	3
128	12920	0.022	201507	5
129	22790	0.013	201505	5
130	19120	0.054	201503	8
131	11680	0.092	201502	11
132	20420	0.026	201505	7
133	13170	0.012	201406	15
134	20160	0.013	201404	18
135	7770	0.04	201401	14
136	18630	0.016	201408	12
137	6810	0.041	201509	4
138	11130	0.088	201502	4
139	10340	0.092	201406	4
140	17050	0.012	201409	10
141	18230	0.015	201503	8
142	23240	0.01	201502	5
143	12300	0.034	201506	7
144	5600	0.054	201510	3
145	20610	0.023	201508	4
146	5350	0.086	201505	7
147	11290	0.097	201404	21
148	7790	0.043	201505	6
149	4520	0.036	201404	5
150	18400	0.019	201505	4
151	18340	0.038	201407	4
152	11820	0.018	201403	6
153	12770	0.023	201508	3
154	12620	0.054	201506	7
155	14120	0.013	201507	3
156	19780	0.025	201409	9
157	5520	0.029	201405	15
158	13110	0.02	201509	4
159	9290	0.052	201507	4
160	8030	0.03	201509	3
161	19650	0.032	201404	20
162	12040	0.095	201402	10
163	7210	0.046	201507	6
164	5190	0.028	201507	3
165	8620	0.029	201403	3
166	12550	0.034	201504	8
167	18880	0.023	201502	11
168	11050	0.033	201402	22
169	12760	0.034	201502	8
170	13510	0.031	201410	5
171	20640	0.014	201503	8
172	19060	0.038	201505	4
173	19170	0.029	201509	4
174	21120	0.026	201403	19
175	4850	0.085	201401	14
176	11410	0.028	201409	12
177	16920	0.016	201412	3
178	21230	0.012	201401	11
179	19760	0.014	201403	18
180	18130	0.025	201407	9
181	14760	0.018	201408	14
182	20950	0.018	201503	6
183	16250	0.049	201507	5
184	12960	0.081	201507	4
185	8300	0.038	201403	9
186	14230	0.019	201506	6
187	8340	0.02	201408	14
188	13450	0.037	201404	20
189	6870	0.066	201402	23
190	15040	0.039	201509	4
191	15170	0.013	201509	4
192	4880	0.056	201501	12
193	20620	0.023	201408	17
194	14610	0.019	201411	14
195	12250	0.051	201404	16
196	13050	0.037	201405	10
197	20700	0.014	201403	13
198	6280	0.055	201406	13
199	14110	0.032	201402	20
200	12890	0.038	201507	3
201	7800	0.069	201504	4
202	22060	0.016	201508	5
203	15150	0.076	201412	13
204	16630	0.02	201506	7
205	13400	0.021	201505	7
206	13380	0.015	201409	15
207	22000	0.01	201401	21
208	13830	0.018	201407	14
209	12470	0.034	201407	17
210	18550	0.043	201412	9
211	12090	0.017	201412	12
212	21440	0.041	201407	7
213	12650	0.014	201501	12
214	12170	0.093	201510	3
215	12930	0.024	201409	16
216	20900	0.051	201508	5
217	21740	0.017	201506	4
218	19760	0.014	201408	9
219	15460	0.017	201410	3
220	6080	0.03	201501	5
221	20900	0.017	201505	7
222	18460	0.022	201504	6
223	22920	0.023	201403	5
224	22390	0.02	201401	8
225	12160	0.031	201409	13
226	19780	0.019	201502	11
227	12580	0.031	201408	17
228	16840	0.012	201501	7
229	21050	0.013	201411	12
230	16560	0.036	201503	3
231	4800	0.123	201407	11
232	19480	0.017	201507	3
233	5740	0.066	201405	12
234	5590	0.078	201510	3
235	14770	0.043	201412	5
236	20330	0.019	201401	24
237	18480	0.021	201510	3
238	13550	0.026	201505	8
239	12420	0.043	201504	5
240	5840	0.038	201501	8
241	23520	0.014	201502	4
242	10850	0.045	201504	4
243	5580	0.046	201411	7
244	14400	0.04	201508	5
245	12190	0.023	201408	13
246	13380	0.039	201508	3
247	6430	0.046	201403	5
248	6580	0.041	201504	6
249	19150	0.011	201405	13
250	16860	0.028	201401	3
251	11300	0.024	201405	15
252	22450	0.018	201502	7
253	7280	0.011	201406	16
254	22020	0.011	201504	3
255	12130	0.024	201402	3
256	13880	0.015	201509	4
257	9470	0.108	201407	11
258	7440	0.091	201408	15
259	13540	0.016	201502	10
260	23830	0.032	201502	7
261	13100	0.01	201409	15
262	13080	0.02	201402	13
263	10570	0.034	201410	10
264	15410	0.023	201412	8
265	10050	0.035	201409	12
266	12850	0.023	201507	5
267	22200	0.016	201407	13
268	5480	0.038	201404	19
269	7730	0.085	201507	4
270	19940	0.026	201507	4
271	4890	0.039	201502	5
272	14960	0.031	201502	3
273	19380	0.034	201503	6
274	14710	0.041	201411	12
275	14450	0.03	201509	3
276	13980	0.019	201411	3
277	22760	0.013	201403	5
278	12040	0.02	201406	19
279	17070	0.062	201506	7
280	9400	0.053	201406	12
281	13880	0.048	201509	3
282	22010	0.016	201503	10
283	18670	0.01	201409	7
284	22450	0.04	201502	7
285	5550	0.125	201508	3
286	11170	0.043	201408	13
287	19920	0.021	201508	4
288	20370	0.019	201504	3
289	7590	0.076	201503	9
290	10900	0.05	201504	4
291	7080	0.031	201501	12
292	21000	0.01	201409	4
293	10040	0.017	201405	16
294	19180	0.039	201407	5
295	22140	0.012	201509	3
296	11350	0.086	201505	8
297	13730	0.012	201506	7
298	18980	0.054	201408	6
299	22840	0.026	201510	3
300	14570	0.035	201410	13
301	19430	0.025	201504	7
302	22130	0.012	201406	16
303	7370	0.103	201409	10
304	12890	0.038	201406	3
305	18040	0.023	201407	9
306	12520	0.041	201504	5
307	14340	0.013	201412	7
308	9260	0.032	201405	17
309	9640	0.042	201501	11
310	18200	0.06	201505	5
311	9270	0.03	201408	7
